Siruta,Locality,V1,V2,V3,V4,V5,C1,C2,C3,C4,C5,C6,C7,C8
103899,COMUNA IZVOARELE,331954,438754,2287188,2251640,2183923,2497292,1764849,538826,1179592,37998,1929466,65589,146368
103997,COMUNA JOITA,3505161,323235,1469927,503000,7429,1898131,920160,101715,789756,0,1126342,0,822566
104047,COMUNA LETCA NOUA,423944,382489,1970849,652390,4774286,1948373,974888,519029,998799,19705,1393374,0,238379
104118,COMUNA MIHAI BRAVU,253129,271806,1252838,428000,5522475,1476184,803257,206710,989830,0,2091277,20301,125562
104225,COMUNA MARSA,311293,226880,1498000,348000,89197,1726790,691344,259887,669468,31830,895806,35883,74525
104485,COMUNA OGREZENI,307499,569546,2215789,887000,5922379,2399831,810661,263265,830271,6403,1444721,0,227166
104519,COMUNA OINACU,169858,419755,1941526,654000,3207075,1969518,595416,518707,772124,1658,1007998,0,85574
104680,COMUNA PRUNDU,403226,483616,3240706,1132220,2438918,3358028,2178396,545194,1697069,0,2224466,0,50837
104715,COMUNA PUTINEIU,691798,140944,1210560,214000,2821931,1315175,1062816,305503,1190248,1321,775514,0,470835
104788,COMUNA RASUCENI,236321,331957,1432409,516000,6161811,1649695,896295,261635,659605,4026,1386877,2826,30687
104831,COMUNA ROATA DE JOS,1116135,606734,4345273,944000,2654176,4430349,2677799,446402,1668624,0,3091448,38515,53144
104975,COMUNA SCHITU,131897,282302,904945,656880,2533810,1187706,853343,231923,667850,3947,788264,0,93453
105106,COMUNA SINGURENI,286650,352862,1775706,738000,3675925,1898771,1396744,356810,1871599,0,1211907,11169,123748
100549,COMUNA SLOBOZIA,164874,309039,1336348,481000,81675,1602411,598878,308388,719849,66301,769966,54740,161077
105295,COMUNA STANESTI,238045,327195,1265621,507000,944112,1211580,921045,503434,694588,1240,978917,0,36700
105348,COMUNA STOENESTI,148706,279445,975221,471210,7961836,1353051,454874,122310,762455,3564,619059,0,0
154709,COMUNA TOPORU,269706,247967,1197881,386000,8956212,1375418,853331,313191,485444,81610,948027,3000,74957
105623,COMUNA ULMI,481753,890315,3421399,1396000,807905,3706292,1799830,323962,1917704,19694,2616845,0,241921
105776,COMUNA VALEA DRAGULUI,205861,393882,1331687,608000,3960825,1711393,933190,70515,1159460,0,1019243,0,73336
105874,COMUNA VARASTI,230518,681284,2260984,1060000,2661451,2677397,1406270,195196,1078538,0,2040312,0,121385
105909,COMUNA VEDEA,258613,325252,1274494,508000,6819091,1573205,553645,344264,974827,33011,872344,20532,51712
105972,COMUNA VANATORII MICI,888438,356767,3022839,556000,1528512,3314039,1556066,364383,1289714,59642,2772896,0,206143
179739,COMUNA MALU,255287,301258,897626,454000,8306061,1157448,508421,283861,712296,66781,620559,0,185695
179748,COMUNA COSOBA,95397,373831,1321039,560000,2126,1587828,524262,13139,632947,47738,1148532,0,61443
179757,COMUNA HERESTI,392917,219305,1023073,336000,905468,1376363,551568,96816,673084,0,778533,18756,26760
179766,COMUNA ISVOARELE,110414,262183,883253,402000,17474,1241405,446334,111606,596308,0,634314,0,0
179775,COMUNA SABARENI,276274,398638,1195619,599000,10584,1512389,683524,116693,700587,5694,1141555,0,229933
77812,TG-JIU,55600000,973127,94300000,1800400,3525800,104000000,53300000,5454538,18100000,7024152,91300000,1685112,11900000
78141,MOTRU,7846013,338598,17500000,1730270,1275506,22700000,8508876,790757,5733343,1887081,15500000,2020472,1695688
78258,NOVACI,1949940,770695,5494996,652000,8332057,7154303,3351278,517948,3664238,0,4969330,90419,220957
78329,TG-CARBUNESTI,3429069,476578,6085884,521000,100479,7798807,3021366,544134,2335673,484955,5359303,256306,585761
78454,TICLENI,3230619,253267,3881858,173000,1612531,5162641,2031348,256776,1820020,275977,4225656,219794,580177
82895,ROVINARI,8714768,133442,8244934,465380,176402,11900000,7530978,386128,4004035,1626058,8146382,1507153,987071
79308,BUMBESTI JIU,3393697,377631,5792066,363000,2318470,7481002,1871380,610327,1613218,337515,5088035,532148,706527
82430,TISMANA,985852,1293569,5237309,1119000,613918,6432112,1617277,370267,1847493,2814,3588656,26593,521363
82617,TURCENI,6510522,184277,8153424,147000,6951553,9793786,4389198,461827,2443032,353647,7651403,907019,1169131
78472,ALBENI,206006,522874,1497087,498000,52346,2163963,712335,156481,843092,0,1178943,35293,59416
78542,ALIMPESTI,156685,492010,1187164,453000,479904,1728474,1248797,119640,1793805,0,1047740,18831,145885
78604,ANINOASA,336446,768879,2037394,700000,3998585,2611727,660955,417602,1250436,0,1638887,28917,39327
78668,ARCANI,73549,295932,771337,329000,4444403,1002483,352883,225555,611942,0,619786,36126,28882
78711,BAIA DE FIER,479852,943171,3886035,805000,4197844,4749098,1917389,243936,1396843,133030,3917104,56728,565105
78748,BALANESTI,110296,518335,1140652,507000,6867655,1681634,930934,149470,1066164,0,731984,24910,209027
78828,BARBATESTI,493729,215141,1078379,299000,1890283,1566751,628978,158271,883964,0,818902,0,89212
78873,BENGESTI CIOCADIA,202550,749816,1936600,633000,883952,2611651,514552,264078,994646,61116,1351880,47246,91767
78926,BERLESTI,85377,552831,1477790,498000,3126202,1841093,931426,338386,1119388,0,956583,709,25555
79004,BILTENI,893895,1068443,4858604,1212020,469631,5284167,1855508,713992,2288466,29695,4406285,52877,282731
79077,BOLBOSI,106102,718952,1849954,615000,31804,2331545,783450,100367,856166,2909,1662814,3772,47689
79157,BORASCU,161173,745277,1817161,690000,4746076,2332679,802901,213592,1041146,1914,1679845,41465,107952
79237,BRANESTI,110863,554646,1181779,509000,2111543,1579035,738435,123590,722021,20372,976692,0,501995
78016,DRAGUTESTI,579719,866918,2452007,797000,2502452,2904808,971624,412478,1475094,0,1687384,27276,141301
79362,BUMBESTI PITIC,162321,538306,1123190,474000,6792973,1743589,924396,99418,958062,73021,899769,6723,55852
79406,BUSTUCHIN,745902,535583,3082335,450000,12200000,3697797,1452898,230529,1370106,57145,2872751,53504,384995
79497,CAPRENI,551781,336782,1169028,265000,70419,1627614,849382,191179,714403,52578,985198,96951,71386
79585,CATUNELE,1396740,137981,1208449,105000,255915,1856167,862940,174742,903619,24187,986663,34260,79070
79656,CIUPERCENI,116690,412127,893122,351000,13180,1614505,350452,65509,958567,0,722959,6955,42563
79736,CILNIC,1794671,134350,1251430,102000,33157,1668917,1348202,236667,1287179,0,1464785,26247,361361
79834,CRASNA,397261,1055734,3062112,898000,1693708,4320869,1235401,295068,2044978,176690,2107967,34980,156773
79932,CRUSET,264742,714413,2361629,790570,9779080,3049295,1181557,272208,1524715,95164,1912782,1374,177660
80043,DANCIULESTI,123935,478394,1601730,451000,679467,2109547,690804,275131,924357,0,1114983,24968,64119
80123,DANESTI,235754,775234,1567586,665000,14021,2087057,876478,268145,975276,0,1115186,0,89659
80249,DRAGOTESTI,844132,139796,1488967,100000,674472,2082141,858753,128533,1052211,174950,1110951,38677,107020
80285,FARCASESTI,2853334,140704,2786706,107000,36313,3606287,2236823,207894,2007885,0,2750000,23008,360640
80365,GLOGOVA,100115,480209,1079969,393000,23187,1631627,749079,63669,795961,0,921702,20891,43804
80427,GODINESTI,97278,468408,929873,393000,170575,1636976,736973,58540,997127,0,829455,20886,72172
80506,HUREZANI,508637,273238,1229150,261000,264959,1813493,473111,149614,783854,26405,1094166,0,75798
80560,IONESTI,101581,550107,1215374,557000,19580,1695845,445172,125969,724599,0,936659,3686,40050
80613,JUPINESTI,92536,494733,1098571,415000,17780,1311088,439702,294411,506332,900,1110318,0,25425
80677,LELESTI,108813,415758,1017435,346000,55293,1633624,606586,76305,995798,0,904031,51012,41923
80711,LICURICI,277196,398510,1494310,338000,38808,2083853,509602,226243,939467,0,1096222,2426,98710
80766,LOGRESTI,162633,590049,1318114,568000,600183,1738655,927554,205882,884286,7260,1020784,87168,139952
80846,MATASARI,4498756,104393,4459620,76000,136666,5404908,2705877,279657,1766050,0,4148390,118307,200645
80908,MUSETESTI,154744,486564,1424614,478000,1628224,1692421,559910,212077,749987,1058,1104937,2663,732133
80980,NEGOMIR,710400,288670,2510061,373000,3067775,2973783,1034829,144993,1398660,0,2029848,8879,121153
81095,PADES,444313,942263,2877355,814000,65687,3902425,954965,150895,1361070,113837,2316742,31720,135329
81184,PESTISANI,569277,726214,3122284,713000,280287,3666030,1492740,232716,1502646,4592,2833146,39108,150111
81380,POLOVRAGI,315501,695350,1599867,577000,3079400,2348766,1074603,275126,1127432,99058,1339860,37394,132174
81264,PLOPSORU,377784,1141064,3599585,972000,3728771,4517188,1686439,459909,1913372,670,3105096,29331,50511
81415,PRIGORIA,150904,688088,1572632,571000,1022372,2169080,1351958,222979,1372525,39961,1143162,67792,10064
81497,ROSIA DE AMARADIA,269222,575525,2910580,540060,1508503,3809360,857903,240324,1231279,99564,2334256,80286,61363
81576,RUNCU,898421,767064,3164501,748000,3225486,4182630,1683584,425581,1539984,156065,2661122,36612,117619
81656,SAMARINESTI,116026,473855,1206740,479000,271524,1922857,554217,98253,1067686,0,1040414,5619,90311
81754,SACELU,108259,399418,934412,361000,28256,1399739,555527,83120,734504,0,606840,27516,35678
81816,SAULESTI,138490,541937,1227945,501000,1747529,1784408,600349,362295,1212469,0,866778,8300,66871
81861,SCOARTA,314850,963142,2218051,928000,2909336,2786476,781622,477174,1251375,691,1580136,29115,124679
81987,SCHELA,112811,516520,1164563,418000,1348110,1524845,448835,123564,599588,0,737683,0,28469
82047,SLIVILESTI,788747,345859,1606614,274000,448485,2181472,763856,213285,1098673,0,1358101,3960,436981
82136,STANESTI,170770,546476,1261045,444000,1646768,1989181,858397,106289,736219,41034,1055212,40648,105462
82243,STEJARI,344077,488379,1469471,403000,3865846,2088551,859829,191403,1055157,0,1145924,1528,96696
82314,STOINA,1024058,224218,1676493,206000,882481,2115207,1152629,161020,1185956,0,1492992,2236,191503
82396,TELESTI,134779,649962,1473404,686000,4459239,2389025,757538,228923,1250282,4000,1074862,43702,115746
82555,TURBUREA,893230,572801,2745335,556000,5850598,3323385,1228232,413045,1240381,4520,2165114,150016,342477
82680,TINTARENI,270659,1133802,2824325,1018000,5031649,3430629,1490839,276558,1079292,59038,2383228,51648,266620
82733,URDARI,2066756,189723,1999023,134000,1755593,2793689,539584,219521,1179286,11000,1603059,38133,52904
82779,VAGIULESTI,89463,608204,1434950,516000,65234,2002783,845947,177934,904586,72392,1037525,34124,88126
82831,VLADIMIR,178854,673564,1206946,608000,399442,1833721,556677,269014,1173817,0,952156,0,59564
77910,BALESTI,504563,1453336,3489222,1313000,2590848,4947140,1713911,486287,1760794,281467,2830678,58065,402854
78089,TURCINESTI,114855,506534,972434,416000,1414615,1427206,458639,211002,695513,71678,753897,2001,71476
83320,Miercurea-Ciuc,33600000,423653,44800000,552850,2932470,46500000,20700000,2336054,5895186,39088,44700000,985591,12800000
83133,Odorheiu-Secuiesc,24000000,272496,38900000,284000,9674323,41400000,18700000,1266426,13300000,1130408,42100000,1140170,9563356
83632,Topli?a,4291760,1049115,13700000,1299000,9192446,15900000,8023511,556713,3359991,596721,13200000,667954,1459301
83561,Gheorgheni,7661803,319743,18400000,456700,1801394,20200000,6016948,853388,3872096,839744,18700000,487182,3911201
83428,B?ile-Tu?nad,506891,172076,806819,202900,50898,1332038,933430,96556,1325698,63274,851619,0,420315
83464,B?lan,739527,937774,5008871,1145950,246764,6840448,2481556,399705,1482771,23597,4800615,101669,331091
83491,Borsec,2640971,587544,1510980,584800,2224467,2290440,1504229,130603,1636905,19399,1478983,26448,699519
83525,Cristuru-Secuiesc,3521760,460081,10200000,580600,234458,11000000,2851479,321788,1938917,29483,10100000,173714,726472
83749,Vl?hi?a,1454581,799084,5885552,1003800,298602,6561879,2546061,493173,1236995,217597,5697029,14383,454301
83785,Atid,166128,530064,1822165,667900,415838,1981586,1001528,250244,1007730,0,1772736,19296,261817
83847,Avr?me?ti,249691,450511,1833266,574900,81807,1954623,954386,178101,719992,18998,1719330,25734,269772
83936,Bilbor,379783,392794,1551031,486000,63964,2017927,480790,78719,810853,1642,1253022,55727,104324
83151,Bradesti,582909,250146,854385,375700,352420,1229495,1053342,57923,884253,79164,814444,0,264005
83963,C?pâlni?a,164449,353065,1260125,451900,15828,1674479,608481,107223,783207,18997,1144980,0,67372
86461,Ciceu,643992,247669,1484124,278000,22738,1709172,1070468,229698,1286806,96494,1293649,0,177318
83981,Ciucsângeorgiu,432986,720980,3581010,881000,510930,3741679,1343621,68196,680468,50,4200829,0,217763
84086,Ciumani,448732,663155,2449907,838800,205004,2805310,1296658,224387,891567,51721,1975366,0,170052
84102,Câr?a,287192,400783,1694487,531800,913442,2017780,979743,62071,818137,10417,1646180,4400,218411
84148,Corbu,214751,234697,2152171,285000,690499,2200736,589203,71522,347675,7570,2301739,0,68820
84175,Corund,638265,872166,3824446,1076800,3037050,4059737,2987833,449070,1573612,185852,3472929,12281,1048234
86446,Cozmeni,172409,378914,1371827,519750,688894,1752095,975176,173913,876946,120193,1282648,38958,435989
84237,D?ne?ti,254233,366991,2299065,479800,490197,2671434,716406,49738,1038486,72926,2144326,35949,60028
84264,Dealu,501533,642705,2671400,794900,3956967,3056806,1980568,168085,975060,314228,2493400,30359,374972
84344,Ditr?u,688576,921931,4153089,1108800,33129,4357820,2096744,302259,1735021,90205,3712456,0,696129
84380,Dârjiu,90005,190953,657274,227850,47930,942311,462401,88599,710218,0,597039,0,99130
83197,Feliceni,414776,493277,1870241,607000,341309,2088129,1105286,121589,588646,169723,1924677,0,200449
84415,Frumoasa,391729,672337,2101650,784000,3530927,2382802,1230361,316422,805366,133362,2016650,0,185023
84460,G?l?u?a?,229952,432607,1530260,528500,345666,1971771,1179618,95093,794769,75149,1323860,224884,124548
84558,Joseni,828621,802332,2929813,1006800,138888,3513383,2524226,148959,1592675,79283,2568896,34025,607931
84594,L?zarea,400861,602187,2049198,734950,31150,2259715,1229695,136834,695248,44228,1741110,0,288406
86479,Leliceni,206893,320240,959568,397950,237296,1290711,643204,90771,691952,147197,824138,0,84312
84629,Lueta,316828,608639,1718479,772850,907405,2239161,1673370,148448,676733,232731,1585533,0,194171
84656,Lunca de Jos,555445,866179,3892800,1097800,2452636,4174740,3482190,307408,833738,330040,3503922,0,196678
84754,Lunca de Sus,646818,398801,3777325,477000,588478,4203480,1070072,120125,667128,119772,3520439,0,81356
84825,Lupeni,1287572,490794,2553650,629850,1385038,2792798,1919089,382577,709975,162761,2350558,0,622871
86438,M?d?ra?,335594,289615,1505749,421800,205919,1780906,842251,89609,1356495,16426,1322729,0,53458
84923,M?rtini?,370272,476885,2128473,616800,2498264,2551823,1186536,159767,848987,99911,1878070,19230,57700
85056,Mere?ti,137852,225775,922288,323800,271942,1271212,666230,151683,562660,268401,844227,32286,81759
85074,Mih?ileni,228257,578859,2024242,711800,111730,2388183,577864,189322,882276,49049,1795224,2803,144736
85127,Mugeni,479837,539525,2288624,662950,2421737,2581003,1911632,180881,922480,18997,2048384,0,286935
85243,Ocland,238577,248174,971065,307900,14464,1194095,527645,88858,466015,99066,856384,0,205722
83375,P?uleni Ciuc,189609,362029,936727,410000,845769,1211714,679730,129077,726324,43926,826676,0,1634089
85289,Pl?ie?ii de Jos,347544,434620,2389956,617500,1865429,2745301,990154,153752,1158094,1861,2220352,25231,470859
86487,Porumbeni,228597,440161,1198420,550840,462328,1436765,939095,92307,1009608,1449,1068731,0,83536
85341,Praid,1069018,811004,3509272,1024800,4503148,3817523,2442305,350388,835020,247996,3448311,0,595885
86495,Racu,142582,271217,1099951,376800,78127,1370481,741783,132768,667323,125622,1070512,0,60226
85412,Remetea,720054,1091990,3418535,1503850,59051,3727087,1558759,215556,744199,70435,3101703,0,489281
86501,Satu-Mare,310173,353053,1017520,465800,72582,1302274,581389,103176,840843,32282,960715,0,99309
85467,S?cel,114388,290427,1131051,439400,2631436,1314522,1771735,98564,542499,16217,1025661,11058,82577
85528,S?rma?,367146,607614,2548497,753000,1169164,3037732,1285169,263111,1035507,104365,2250558,26333,657816
85582,Secuieni,238485,431132,1744183,496000,204435,1921798,536220,136792,561146,16316,2136232,87159,71734
85626,Siculeni,501448,429677,1364065,521800,186411,1648259,1185994,254288,1369212,39739,1156023,0,284506
85680,Sâncr?ieni,1032503,133306,1385471,139000,10915,1751868,799667,112903,817362,53542,1215731,0,356151
85760,Sândominic,605472,988552,3296345,1147800,588327,3579406,1616560,215408,1068595,0,2922792,372864,316209
85788,Sânmartin,486781,307319,2290746,359000,25959,2474309,857547,110562,813506,83723,2148390,6867,175649
85840,Sânsimion,388489,579814,2729057,712900,52001,2872607,984749,228223,680618,187829,2579894,0,305695
86519,Sântimbru,214958,366991,1134682,499800,1189102,1497804,1340440,97434,940486,53687,1120361,0,99885
85877,Subcetate,208999,358023,2465629,410000,1688229,2715480,1249462,80531,490329,47670,2261625,54459,142801
85920,Suseni,692197,695134,3168851,866000,423722,3480029,1911084,370829,1356150,74888,2843959,0,306749
85984,?imone?ti,369814,599679,2438182,762900,63044,2683042,1313043,288355,1257517,18341,2112232,36754,179119
86453,Tome?ti,132387,421665,1356591,517000,203844,1648309,856947,171675,696939,87623,1285403,0,53035
86133,Tulghe?,828858,394803,2787336,482000,1563453,3168667,1457049,150016,1414754,105534,2726228,0,164249
86188,Tu?nad,629971,246685,1410478,259000,3575430,1767236,1039043,141524,746066,0,1300921,19296,114947
86222,Ulie?,87337,232229,901958,300300,1671612,1231634,586795,38013,780063,0,863092,0,4709
86311,V?r?ag,192911,479404,1406584,576900,865290,1734446,698749,58807,714865,23148,1188958,0,169921
86339,Vo?lobeni,272869,456508,1181756,572800,1892692,1803791,1209727,58206,1049579,60790,1066841,0,178718
86366,Zetea,1269959,831899,3948792,1047800,44212,4476965,2398437,183957,1573948,102750,3467138,28750,426797
86687,DEVA,49300000,539350,57800000,700100,6176153,67100000,45500000,7339818,15500000,4270536,56100000,1196184,5387955
87291,BRAD,6217854,986215,9936865,5771000,1050415,11100000,6993367,1544046,3384390,567145,8325930,1029390,1319820
86810,HUNEDOARA,20100000,6435216,45800000,9590930,17600000,50300000,27400000,6060816,14100000,2138042,41300000,6665934,12000000
87059,LUPENI,6576374,2512752,16100000,5373900,12600000,16200000,19300000,2495339,3092492,649224,16900000,405623,2590690
87638,ORASTIE,12700000,490674,14300000,286000,186356,17800000,8820927,1958191,7042275,1020188,13800000,1938196,1593747
86990,PETROSANI,18100000,1402896,32100000,1189000,14300000,36400000,17400000,4939254,6691851,1673582,29700000,12000000,1635045
87175,VULCAN,6770085,2288834,16600000,2113000,304538,17400000,9421332,2956982,8165040,997167,12800000,360077,533853
87219,ANINOASA,887295,574398,2431333,615500,1027107,3344059,1868831,542122,1277160,385029,1886972,0,95446
87424,CALAN,1878821,2308306,8301400,1924000,2235169,9780568,3570604,1340872,1522264,562830,7861996,345509,566228
89561,GEOAGIU,1873255,1040733,5794012,1498440,43368,6221378,4387679,831915,2445903,7906,5063847,182463,798339
87576,HATEG,5517452,481910,9138615,472640,72335,11700000,5147820,876047,3711069,797839,8243953,681939,662315
87077,PETRILA,4578210,2829158,14700000,2481000,8338656,17200000,6725646,2222219,5589911,456790,11800000,909046,747953
87665,SIMERIA,5298539,1164374,8445048,1056300,4581,9354363,5836878,1648104,4020219,842601,6708419,249030,1764808
87139,URICANI,2041288,1406791,5943978,1476000,9813145,6842017,5571523,880287,2330749,266051,5038044,222232,1351818
87745,BAIA DE CRIS,260909,729193,1596963,633000,162706,1679982,773349,380641,703868,79712,1139815,12880,82693
87843,BALSA,58690,492621,518600,409000,677773,802845,985041,134233,793260,0,223000,0,521986
87996,BARU,465933,657152,2214439,564000,366526,2528118,1157236,289249,812837,66157,1846120,0,151064
88047,BACIA,783099,242415,1146624,277000,1285,1349902,1272803,311048,903819,0,835467,10390,425419
88092,BAITA,270222,982319,2015358,1197500,2692225,2185095,3012658,576720,893964,7663,1425003,0,522233
87246,BANITA,109562,367031,824509,305000,98736,1044067,574851,140745,566811,0,566634,0,56000
88216,BATRANA,6972,170373,60968,117000,164000,229793,303234,60968,289490,0,0,0,14000
88261,BERIU,455183,935589,1828695,827000,753935,2323193,1289243,265006,1224552,0,1631585,0,593399
88350,BLAJENI,72708,460493,845575,440650,1378448,1029017,445081,275980,680024,3002,206236,0,76716
88449,BOSOROD,141540,517932,1406485,461000,2011907,1940711,877536,132878,745300,114197,1060030,0,289914
88546,BRANISCA,156670,563690,1017540,483000,93102,1406516,685032,295449,738105,72198,674098,10000,103246
88644,BRETEA ROMANA,387109,709725,1607234,683000,84764,1962368,1204108,273045,901012,242053,1217902,0,198347
88788,BUCES,257118,632813,1633378,924360,662579,1670009,517284,335244,1008784,0,825498,32255,283773
88868,BUCURESCI,81911,505278,1028341,798030,55605,1183087,812922,259799,586287,283,712591,10000,161218
88920,BULZESTI,19636,188870,206357,145000,1329542,421495,144379,29999,346786,0,93955,0,28094
89026,BUNILA,18968,238522,58000,179500,1115,377433,195284,13270,485391,355,0,0,24000
89080,BURJUC,25953,333930,365977,314000,459144,586182,879480,100360,484452,0,250132,0,112372
89151,CERBAL,26301,255073,264810,244500,702769,464084,289685,96552,458010,2901,177937,0,3000
89240,CERTEJU DE SUS,1055038,474122,1788369,409000,28382,2219671,1545742,469559,769261,52180,1328285,15240,256089
86749,CARJITI,43820,210288,69191,299000,116235,426040,272684,34325,457134,966,0,3305,58885
87362,CRISCIOR,587491,1033918,4040769,770000,3257405,4207554,2407291,795378,1146292,7168,3217505,33964,391401
89348,DENSUS,327214,444916,1127199,379000,57852,1487730,1028366,240738,1268762,0,875220,16510,97236
89428,DOBRA,444222,773978,1961932,689000,429370,2170037,972609,410682,759065,1976,1624130,26815,374826
91731,GENERAL BERTHELOT,65578,370926,304617,297000,2405195,750907,459273,37483,656376,7247,232245,39549,123672
86883,GHELARI,100074,619182,1528479,532000,2667225,1795129,744222,291928,879589,0,1210839,0,398490
89687,GURASADA,172974,513065,959888,471000,5065,987664,919618,281351,535352,1215,637397,7175,210169
89801,HARAU,124249,632813,1270349,548000,9357,1553767,704127,298743,791436,11481,908325,10550,179018
89856,ILIA,2535707,507223,2999906,799000,530752,2826827,2953630,701795,1181864,0,2491094,74419,1690897
89954,LAPUGIU DE JOS,254490,494567,1132888,413000,4807,1324110,1010159,204816,597391,890,847455,8400,439393
90066,LELESE,27201,227812,227796,201000,712832,541251,318453,54622,553554,0,110378,0,151542
90119,LUNCA CERNII,47569,396237,708066,336000,3641,934806,868754,117045,658164,2491,526812,0,221753
90208,LUNCOIU DE JOS,268864,552008,1274862,548610,1297474,1303615,986129,367064,656280,344,777805,15000,101511
90262,MARTINESTI,37257,342692,308164,291000,2960,532278,374018,135937,530929,6459,200020,6939,146204
90342,ORASTIOARA DE SUS,225623,616262,1356908,524000,535937,1654152,1262926,278461,897099,0,1122941,14953,342874
90431,PESTISU MIC,251626,370926,392181,300000,2036905,739140,1295438,118046,628891,20723,161157,0,331379
90538,PUI,571246,1042681,3234072,917000,1174970,3731587,1954970,520587,1281185,137696,1924965,0,571481
90663,RAPOLTU MARE,150047,554928,1357945,447000,2547531,1329097,542730,400008,528963,0,916059,10500,48328
90725,RACHITOVA,115287,462439,991888,380000,31731,1348092,596060,167233,718729,0,844593,33980,84371
90805,RIBITA,1478563,207367,781493,145000,2747655,1132635,729629,177819,1146393,38456,526229,0,432681
90878,RIU DE MORI,608648,747693,2035034,692000,60057,2570218,1802355,337532,1628520,78880,1404393,28762,289947
90994,ROMOS,455112,673701,1586677,587000,2221246,1888053,1382534,421067,1011107,11565,1120051,19614,317800
91054,SARMIZEGETUSA,102198,458545,900133,387000,67441,1199172,674751,92997,522776,0,602017,29778,208860
91116,SALASU DE SUS,145194,649362,996002,540000,5300268,1288336,935925,282187,1025296,9582,597863,0,150359
91232,SANTAMARIA ORLEA,527769,708750,1769562,641000,965113,2184013,1329044,367744,1102476,76521,1388492,28659,361695
91330,SOIMUS,1734571,395265,1737665,1143762,7453,2065618,6105256,457111,1648707,98963,1807566,41013,1319575
86936,TELIUCU INFERIOR,297276,674675,1371644,601000,122039,1846770,1224166,224807,959922,8382,1192243,0,324800
91447,TOMESTI,34412,345614,453903,288000,1320100,694639,288418,169626,438836,478,245911,0,35451
91535,TOPLITA,34313,326141,190652,257000,114689,449192,369992,67920,489415,3494,135112,0,422677
91624,TOTESTI,305120,526696,850988,483000,4555129,1225492,807141,192183,823787,0,544079,26602,362719
91688,TURDAS,231643,582189,706279,521000,15431,1071882,511973,255470,924290,64661,469808,0,121089
91795,VATA DE JOS,269288,1004712,2470248,834000,538860,3267802,1560544,496260,1608930,48470,1677359,500,319375
91937,VALISOARA,56915,488727,759645,405000,148722,955216,770021,180873,772469,0,501108,0,80515
91982,VETEL,3818677,285254,1271360,321000,1203510,1702014,2467430,334815,1140440,2700,1250498,32250,142781
92097,VORTA,238646,318353,638827,239000,451824,876143,257172,195853,445059,9072,379006,8211,138066
92177,ZAM,482983,468282,1125742,397000,2591435,1116731,1038358,405706,518247,0,815766,13900,172475
92658,MUNICIPIUL SLOBOZIA,31600000,554985,41300000,675000,5220317,49800000,20100000,3394982,7741989,3347940,40700000,1698306,11500000
100683,MUNICIPIUL URZICENI,8322614,337619,16600000,418000,6122221,18300000,10400000,836318,3035485,147233,17800000,801324,1466352
92701,MUNICIPIUL FETESTI,7019228,1919280,22100000,3008130,15100000,25800000,11900000,2709916,5986713,906374,22200000,874601,2249539
92765,ORAS TANDAREI,2826785,1232039,7892539,1938000,405749,9802024,3146680,806191,1937401,328460,7643701,1005695,489721
92836,ORAS AMARA,1359402,578096,3399376,944000,3336628,3716641,3963265,955142,2167673,261181,2977919,36252,1428636
102749,ORAS FIERBINTI TARG,828557,429180,3180385,745000,141866,3384297,1828208,267586,2289457,91774,3593862,5045,172505
93067,ORAS CAZANESTI,946016,221991,1947146,329000,1943445,2493956,1402544,305940,1180832,457561,2248087,68593,281522
100754,ADANCATA,213237,355182,1027721,503000,8621,1189461,559277,268775,700599,0,796431,0,105279
92783,ALBESTI,96637,229390,812305,490690,35573,1166597,553626,168249,756619,5000,806238,35353,122575
100852,ALEXENI,142014,328359,1143529,490000,8906,1278862,455699,223725,777549,0,979836,0,27495
179793,BUESTI,51184,194245,390806,318000,2640,597067,266629,171590,432400,7653,304005,565,236460
92872,ANDRASESTI,238126,227539,983056,342000,54445,1132589,592627,256149,583879,21891,725297,0,87405
100870,ARMASESTI,196953,285811,2062512,459000,22269,2178065,685258,291993,524162,80468,1870116,21684,53713
100923,AXINTELE,318872,363507,1166274,599000,918,1526994,847682,67735,1122827,116000,1060636,0,25702
92907,BALACIU,552042,103597,791206,194000,7728,1157064,628242,143538,684196,71396,802810,0,33266
101056,BARCANESTI,218191,502253,1718045,786000,8797,2247010,1934699,182346,1104548,184031,1897631,1518,170112
92989,BORDUSANI,466059,542947,2495617,830000,26216,2888690,798538,353130,1056704,28170,1985359,0,66011
101243,RADULESTI,146028,214591,775982,308000,682958,898650,658531,193384,643209,0,774652,2076,57660
93021,BUCU,691625,123946,1118736,149000,5640,1369032,512040,276338,586228,157012,956329,0,145046
179971,COLELIA,72728,210894,614236,421660,213311,998931,476373,115231,616310,1046,685903,27018,52343
100709,CIOCARLIA,137315,115621,171226,219000,46628,396595,269821,138806,437091,6611,14542,0,83657
93101,CIOCHINA,452113,335759,1383978,523000,66806,1713266,876679,341069,815828,303246,1217473,0,84485
93156,CIULNITA,628113,246039,1205141,441590,846983,1693379,1163456,172859,828789,109476,1121819,32760,133160
93209,COCORA,296576,219215,1083000,345000,17286,1211031,571708,264949,596235,8977,816637,4482,55319
93236,COSAMBESTI,258773,205341,727173,341000,50398,910655,700580,169207,601189,7000,625146,0,242811
102240,COSERENI,439634,481901,2097351,742000,48278,2392485,1736940,301233,848614,0,1605426,31320,536509
102641,DRAGOESTI,346909,131345,225555,184000,157574,521915,1049477,36845,489485,0,321622,0,40123
