Siruta,Locality,V1,V2,V3,V4,V5,C1,C2,C3,C4,C5,C6,C7,C8
43493,MARASU,392307,808000,2103707,928000,6220053,2726760,862339,187017,1121313,136311,1803193,85847,31997
43563,MAXINENI,824559,774000,2571848,864000,7385072,2924865,1049348,442408,990283,136846,2750991,72468,129021
43625,MIRCEA VODA,434838,674000,1772765,798000,149392,2215253,1160511,230311,1033969,136223,1541604,0,1128541
43652,MOVILA MIRESII,302828,925000,2126136,1068000,6681923,2584252,979886,517088,1233300,267423,1821954,0,136437
43698,RACOVITA,109867,306000,745731,380000,7797324,1075143,442422,94134,609149,64363,557930,42319,18352
43732,RAMNICELU,200075,511000,1156964,601000,3801580,1543672,570867,227759,698192,130913,1181796,19297,195258
43787,ROMANU,149162,751000,929051,776000,6325,1467758,687806,118664,909929,86516,1430373,4908,554876
43812,ROSIORI,182175,670000,1774979,791000,6965584,2017107,464684,424498,624080,150020,1347390,37440,70596
43867,SALCIA TUDOR,110441,707000,1222904,819000,2589196,1633525,1144043,316999,2236314,18806,1459070,73831,262144
43929,SCORTARU NOU,117367,380000,691321,461000,4360,1018188,445165,73535,1080781,130209,734629,0,325417
43992,SILISTEA,374791,403000,973378,478000,3780758,1393618,624549,132091,1832609,0,957746,0,146093
44060,STANCUTA,317748,853000,1818772,947000,1631389,1946987,2097771,626964,1002276,141957,1736042,34012,169572
44113,SURDILA GAISEANCA,102966,701000,1179495,793000,872348,1534639,1017125,364374,1074326,86570,1512626,0,72966
44140,SUTESTI,286869,1081000,2517800,1218000,138594,2654483,1200188,849336,2291610,25601,2089712,69826,84161
44177,TICHILESTI,1005462,839000,1876880,878000,10000000,2178461,804918,473619,1035430,93189,1575408,0,160046
44202,TRAIAN,1231088,562000,1795305,665000,5130005,2215040,1606531,269108,1316182,70092,1610343,38114,426771
44257,TUDOR VLADIMIRESCU,230613,498000,1131765,587000,32022,1400133,823069,298099,787252,223106,1102298,0,83429
44560,CAZASU,485471,862000,1213000,989000,4617454,1716837,887738,211072,1036006,48970,1058361,57586,219515
44300,TUFESTI,718453,1022000,2509279,1195000,7582274,2493988,1972562,915562,1545527,78405,2098501,87496,307815
44328,ULMU,213147,1168000,2207032,1252000,28209,2621286,1292686,214478,677074,176766,1933426,25565,127642
44355,UNIREA,191057,660000,1456670,760000,3819721,1816444,799391,257488,913739,103177,1954863,0,898856
44391,VADENI,986420,807000,2107654,915000,5075727,2524719,1304493,284061,971400,115866,2133146,0,186613
44435,VICTORIA,230475,935000,2070104,1064000,122568,2218771,881537,558004,1034075,152789,2413510,0,246687
44462,VISANI,139907,628000,1592216,724000,6537742,1788377,457661,465360,868313,117401,1177882,24180,123250
44505,VIZIRU,763915,1364000,3618787,1535000,7941215,3525923,1524281,910231,1694293,90247,2581277,0,146474
44532,ZAVOAIA,180253,766000,1792000,891000,3654474,2034955,1510086,510273,2109571,138628,1586148,40761,180777
44818,MUN. BUZAU,90300000,961574,108000000,27200000,4685136,130000000,90500000,8885414,21000000,20300000,119000000,4417711,15800000
44845,MUN. RAMNICU SARAT,10200000,2492242,28900000,3342780,1328787,33000000,11100000,2145591,6385065,2080112,25500000,1337764,4616579
47916,ORAS NEHOIU,2304729,789864,6996868,1778150,1979565,7714622,3405868,654220,1900075,5387,6726451,327330,381771
48744,ORAS POGOANELE,1286140,753560,4738882,983000,10300000,5434308,1890521,812275,1712086,508758,4072020,0,143525
48325,ORAS PATARLAGELE,1923611,690763,5569278,906000,2660199,5579936,3105588,563020,1526825,0,5190911,5304,447244
44863,AMARU,292132,389536,1190090,469000,6165,1336224,1210660,165579,500632,58331,1004580,178290,450053
44989,BALACEANU,105764,289454,833042,349000,1606780,990292,309415,199232,1013940,20088,696178,0,79296
44934,BALTA ALBA,243667,414065,1076572,499000,492008,1495155,767929,168945,831828,996,839308,0,34441
45003,BECENI,436349,564189,3244411,681000,5120820,2963332,3308156,634955,974647,43263,3765787,29213,150502
45101,BERCA,1527956,717255,4591620,874000,930908,5371445,3347671,561454,1686560,28360,3952355,38164,209790
45245,BISOCA,115793,499429,2318134,602000,89481,2725330,584697,272587,1150957,0,1974475,28997,29475
45334,BLAJANI,57220,232544,698182,312000,7222,820064,221901,177836,361171,0,539280,0,159314
45361,BOLDU,214578,335570,1020168,410000,23281,1294115,502641,283150,765996,0,813900,0,91126
45389,BOZIORU,63952,266886,816849,337000,126636,1104505,203109,220572,556233,0,683437,23156,66905
45496,BRADEANU,195358,417009,1664058,552730,36138,1728831,680599,403267,633533,88728,1166796,0,81753
45539,BRAIESTI,99372,403272,1373955,556000,1247003,1561423,634695,270898,718680,2000,1219111,0,262438
45619,BREAZA,142575,450370,1050631,543000,103794,1150478,919903,329749,804148,0,1093598,28614,132693
45673,BUDA,108747,493542,1575033,601000,887240,1966754,427935,259446,833938,0,1284677,48200,9259
45888,CANESTI,60745,204089,735526,322000,252705,1073893,372400,96779,623245,0,598960,30562,0
45753,CALVINI,182815,689782,2659446,839000,879350,2734570,1224788,604115,1013893,4077,2147097,49469,118664
45815,C. A. ROSETTI,288684,517091,1894403,619000,594324,2038417,1714713,434843,1536860,4296,1262424,11835,77568
45959,CATINA,94408,398366,1744000,480000,560205,1948736,606079,162700,717328,26860,1178777,0,28126
46019,CERNATESTI,193586,559283,1568284,724000,-88038,1854632,1070319,270899,1098840,0,1306886,28123,149603
46108,CHILIILE,40172,272773,391780,322000,1457473,685572,1723148,108935,549275,16109,345049,17055,21601
46180,CHIOJDU,244296,517091,1896200,624000,414811,2022508,801985,417466,577617,0,1550433,0,404120
46251,CILIBIA,170079,316927,888691,406000,68659,1282384,497217,102944,785172,0,640951,46851,4176
46313,CISLAU,686272,574982,2545224,707000,178028,2600952,1467569,717938,1673046,0,1812455,0,596187
46484,COSTESTI,434783,595587,2194865,714000,820269,2359418,1240632,478909,1030007,3625,2344968,51591,184872
46377,COCHIRLEANCA,2101199,187409,2905356,226000,11800000,2951442,1276779,710723,1187018,122030,2317400,39705,882399
46554,COZIENI,171387,358137,909987,431000,748019,1115932,725105,318925,633511,0,718423,28508,65173
46439,COLTI,62707,245299,525055,307000,34695,835781,331333,98794,531150,5213,431541,27440,20146
46769,GALBINASI,229211,667215,2087340,806000,561335,2358486,1128702,399174,906060,16708,1635353,24420,846119
46803,GHERASENI,214960,477843,1816513,609000,96046,2081153,808482,322633,768765,6443,1219795,5227,69592
46830,GHERGHEASA,127669,362062,836000,431000,11000000,1185293,557917,130904,729261,103997,775545,27688,22429
46910,GLODEANU SILISTEA,382172,570076,1737880,687000,6667,1852862,1203620,361634,679647,48783,1629777,0,302934
46867,GLODEANU SARAT,231376,621098,2005400,820000,83879,2173919,863679,396785,907235,70667,1695042,0,59037
47006,GREBANU,296006,763372,2658255,952000,36485,2835956,1135449,414130,1091172,0,2050695,0,77045
47079,GURA TEGHII,502310,485693,1671363,581000,27505,2157636,995629,284765,798340,182174,1481713,0,50606
47159,LARGU,133192,292397,820307,363000,1074863,1125092,372058,177607,629881,9120,582589,0,51934
47186,LOPATARI,300427,578906,2846159,699000,1035327,2952315,2066035,653739,1243807,0,2549124,0,64537
47300,LUCIU,135805,463125,1288409,540000,251511,1409419,591585,402645,634636,0,1029127,2875,614150
47337,MAGURA,392741,308096,1210000,392000,254895,1521065,842337,259868,824897,0,1073630,38769,55387
47373,MARACINENI,1896696,671139,3272543,2422250,29940,3646807,1964108,615607,1755371,133244,2533475,0,210000
47417,MARGARITESTI,35302,222732,375000,287000,25074,708293,94299,40479,365216,0,333483,21667,30000
47578,MIHAILESTI,226175,309077,1176007,387000,25638,1252076,628927,339388,727931,1980,994117,0,416714
47453,MEREI,1026498,777108,3089509,935000,2598049,3290026,1867359,718366,1289616,16180,2985936,14812,362872
47630,MANZALESTI,152876,347344,1984821,419000,2098334,2178858,1031854,295650,1190211,9028,1687682,0,72343
47774,MOVILA BANULUI,232331,401310,1336881,509000,31942,1445138,802877,370988,801567,36534,1242078,0,111307
47818,MURGESTI,37935,264924,523930,346630,1063958,857457,321821,13951,577904,0,390587,33325,38042
47854,NAENI,230934,327720,1045521,330000,2335364,1430292,762081,161878,652590,0,940778,31150,47008
48021,ODAILE,47448,275717,673000,318000,826770,969484,498781,98744,805904,0,422112,0,6700
48138,PADINA,795046,364024,1893000,434000,37279,2180650,995763,350711,1985832,139771,1572312,0,325294
48165,PARDOSI,14395,205070,154000,176000,369561,328558,121100,31675,289504,0,116144,12955,0
48227,PANATAU,85938,410141,944724,500000,2694477,1136117,727470,337973,894052,0,747437,0,64541
48487,PIETROASELE,588199,425840,1739922,514000,553468,1963545,1027816,317938,733354,25777,1409990,27091,54493
48557,PARSCOV,623093,721180,2296593,867000,727308,2872087,2020340,340400,1408274,67231,1706415,29185,419260
48682,PODGORIA,269023,430746,1858965,525000,6312163,2449219,1021565,185180,1077531,127728,2362670,0,107515
48771,POASTA CALNAU,657607,703519,2792319,844000,10900000,2722592,1652045,748034,1119643,0,2272651,22773,77494
48842,PUIESTI,428059,556339,1828511,675000,12671,2093029,941997,340985,742184,152972,1495871,0,184672
48922,RACOVITENI,54747,315946,965110,322000,34288,1216223,433494,147475,674107,900,787757,26237,93402
48968,RAMNICELU,268929,650534,2512350,785000,7491445,2555015,1227539,503316,663348,0,2082318,65954,148769
49019,ROBEASCA,70271,290435,730343,294000,159274,782860,388792,239058,385198,1437,691674,24622,11501
49046,RUSETU,363764,499429,1983168,603000,41763,1932710,974842,694855,852731,58303,1464577,0,107445
49073,SAGEATA,399628,708425,2369778,836000,13900000,2557428,1637044,591822,969495,123534,1753688,101782,249774
49153,SAHATENI,371674,417990,1776703,505000,52025,1950745,799045,377568,807363,2459,1553391,88,95930
49206,SAPOCA,861485,336551,1479002,491360,327328,1746896,768901,468518,833840,63960,1128452,28584,99119
49233,SARULESTI,78623,294359,1029337,380000,608147,1097900,510901,347888,514458,18651,803016,25034,63369
49313,SCORTOASA,194779,523959,1561753,631000,339132,1837073,1171601,414558,822023,78941,1257361,28446,39995
49439,SCUTELNICI,314093,353231,1237533,420000,18397,1365033,859516,261142,642198,7500,1099964,0,1000
49484,SIRIU,542577,383648,2007447,463000,180135,2316031,807186,266618,801806,74428,1509662,204,312683
49545,SMEENI,821332,772203,4434844,1072310,1521317,4620292,2359145,524241,949111,0,3790733,32000,391442
49625,STALPU,439078,403272,1300784,487000,-26531,1510711,598476,360746,712966,75920,1072420,36488,389304
49643,TISAU,621730,441539,2617761,543000,683337,2715950,1396511,712040,1350767,0,1948238,56077,87193
49769,TOPLICENI,419511,538678,2159400,650000,138853,2502641,1249073,396214,1236786,5078,1711149,22826,137494
49849,TINTESTI,691956,524940,2416855,634000,11407,3404652,1093583,247691,1431469,100652,1914904,0,421314
49894,ULMENI,207439,450370,1537582,543000,141628,1636210,746726,397120,724359,0,1350906,27033,98628
49956,VADU PASII,862195,1292237,4566919,1532000,59850,4709075,2322694,868837,1299376,116818,4555129,30321,183764
50022,VALEA RAMNICULUI,398811,687820,2211608,826000,19695,2284074,1086598,451456,986663,128201,1862055,0,179932
50068,VALEA SALCIEI,92309,223713,573797,286000,1543958,777311,261297,139318,581617,0,459511,22420,109072
50102,VERNESTI,1046137,1041051,5126566,1262000,336667,4668268,3276934,1029525,2139428,0,4270697,15884,239378
50228,VINTILA VODA,304789,427802,1410234,515000,2381791,1458228,1406241,429003,1061017,81953,1109835,0,96909
50326,VIPERESTI,119429,579888,1954315,751400,842350,1982058,1835024,576113,1362503,0,1561242,42886,106003
50399,VALCELELE,171144,327720,643758,381000,34238,908846,476196,118873,617672,17159,700664,28573,27412
50415,ZARNESTI,321341,699594,2066125,850000,890233,2417726,1113624,572865,1031111,70984,1606831,29018,103197
50479,ZIDURI,538330,614230,1810810,685000,13332,1845551,1128126,476167,949749,0,1672909,0,178926
50549,UNGURIU,623939,276698,967093,290000,345276,1238270,854989,276474,654110,0,774792,0,0
50564,FLORICA,107425,273754,664077,400000,3477848,981621,457815,186437,832837,54933,533733,29436,37214
50790,RESITA,36700000,1252821,58000000,5872730,4407619,72000000,31800000,7227949,20500000,3813946,53200000,1567774,6716382
51010,CARANSEBES,11700000,1003135,27400000,1584000,4769688,28400000,16800000,2640502,4969596,862663,25100000,5160803,4851864
50889,ANINA,759132,1145612,5735878,2123260,999629,7457396,3182323,824024,1884255,270790,4846498,21346,904960
50923,HERCULANE,1636065,360450,4519132,1952960,1375489,5398452,2874209,455894,2555909,217495,3899743,72706,147660
50969,BOC?A,3647336,1578646,11400000,3014000,1962361,12000000,4189395,2413678,4503039,962885,9237957,26918,951848
51056,MOLDOVA NOU?,5177869,510981,9073487,975000,469016,10700000,5056199,986367,2196426,689060,8186256,582296,2093718
51118,ORAVI?A,3961432,703184,9717381,1598610,2669325,10100000,7286714,1293350,3334130,53652,8890510,174731,2387520
51207,O?ELU RO?U,2233230,1115991,9264492,2206000,396821,10100000,3302543,850301,1788940,593916,8380039,297678,308241
51243,ARMENIS,273958,358821,1640616,698000,904390,2021783,1407471,110718,615066,30540,1338752,0,466192
51305,BANIA,128482,231294,953911,425000,72655,1322106,473885,108946,574236,51079,670752,5273,132279
51332,BAUTARI,234257,298518,1751484,610000,180512,2234367,851705,251975,794400,92714,1225556,0,208534
51387,BERLISTE,119683,140378,658207,295000,209035,1005756,439605,74460,597346,54655,578774,0,28000
51449,BERZASCA,393285,380772,1385324,1028900,5051648,1611740,1055627,296030,815302,3116,1109352,0,232989
51500,BERZOVIA,349496,499232,1956604,1029000,18875,2194814,1486272,316409,1183115,36661,1778598,0,214722
51546,BOLVASNITA,82793,204603,897274,428000,92923,1263724,498403,120950,528208,7183,724570,0,156403
51573,BOZOVICI,912204,173956,3342963,384000,233173,3391535,1475950,428948,826470,52215,3095413,0,389410
51626,BREBU,90884,206580,772610,431000,7900,1098371,593126,200497,748769,3996,557016,0,620736
51662,BREBU NOU,25798,118596,19476,225000,1335148,209496,336754,21676,563634,63370,0,0,8880
51699,BUCHIN,3767384,99813,914740,224000,1050651,1269020,4229163,208855,2408255,55532,1076229,0,488204
51751,BUCOSNITA,123733,317334,1397075,858700,1387515,1448768,1078764,317809,1231662,3125,1077169,0,179853
51804,CARASOVA,262047,579412,1563239,1184800,533966,1726623,1025646,368872,880440,31932,1361559,0,209379
51840,CARBUNARI,37718,177911,458974,375000,31624,664473,259960,150029,526079,6748,356243,496,7310
51948,CICLOVA ROMANA,78203,196727,930498,440000,115480,1067264,746604,191554,723555,0,710108,0,244558
51984,CIUCHICI,40135,198671,446232,416000,6484774,733284,544970,176379,576436,22839,293404,0,111916
52035,CIUDANOVITA,46538,76121,458011,203000,592190,672002,287752,50912,692286,418,422222,0,332778
51877,CONSTANTIN DAICOVICIU,205601,387490,1983986,784000,967302,2120923,1185946,220143,672423,15240,1806470,0,290842
52062,COPACELE,46656,251066,622327,538330,630,809292,620452,131685,533653,0,530134,0,62871
52115,CORNEA,131461,196727,1001116,383000,351908,1232971,805854,130355,915573,18729,867437,0,299465
52160,CORNEREVA,118557,539731,2395883,1083000,1686085,2421213,2102366,332884,911792,574,1805223,0,263062
53489,CORONINI,103477,289579,1224252,578210,3138912,1374848,993890,247233,1043161,0,893656,0,93740
52570,DALBOSET,103711,213533,1092639,471000,1630816,1448164,409517,161075,577470,23931,747364,0,127621
52650,DOCLIN,137084,302472,1086118,620000,2183436,1464031,932259,202808,548607,86474,983153,0,45834
52696,DOGNECEA,81196,234293,1270250,482000,33926,1037363,410684,485166,390290,22649,921625,0,519276
52721,DOMASNEA,115764,210534,727912,438000,201701,1057455,486257,32932,759731,0,579937,0,236050
53700,EFTIMIE MURGU,59008,219431,809804,456000,748357,1096092,463681,294378,757731,34783,608618,0,10000
52758,EZERIS,183092,190763,884268,367000,365033,1151840,716738,227644,1040946,58960,755612,159284,236296
52785,FARLIUG,111194,326126,949197,656290,2652530,1245212,818131,319226,837575,1753,823724,0,85850
52856,FOROTIC,95280,376772,1021847,662040,97779,1357148,781902,100229,689661,864,833036,0,807980
52909,GARNIC,84223,241199,898264,484550,811998,1325553,620502,75346,615346,0,581682,0,85461
52936,GLIMBOCA,224360,231294,995725,445000,3657,1201365,812203,206203,685046,0,847317,0,169141
52954,GORUIA,62380,146276,446031,309660,1181466,764051,476040,57426,526032,15649,348463,0,101926
52990,GRADINARI,407813,156195,1050863,325000,2023351,1390604,696727,123353,592081,71865,887680,0,118499
53023,IABLANITA,151174,293575,1332516,601000,1156504,1600626,1011926,205852,568389,0,1041087,0,184822
53069,LAPUSNICEL,65529,326340,563319,570190,3924,614642,410554,229713,582291,0,430402,0,16641
53103,LAPUSNICU MARE,92818,183876,1037444,414000,10017,1319994,496800,207466,905587,0,601777,0,81807
53130,LUNCAVITA,74152,328175,1168191,670000,704364,1224731,797210,264448,665227,27948,884899,0,110235
53167,LUPAC,92051,562388,1353403,920790,23934,1678707,623573,152665,723158,34990,1095450,0,342914
53210,MARGA,62096,162094,502374,359000,18119,980871,413709,41911,811180,28526,401558,0,53762
53247,MAURENI,224882,388478,1741993,751000,177340,2071601,1295506,231208,924327,124880,1647159,0,446192
53274,MEHADIA,539900,460851,2932513,956980,18464,2975804,1421788,344886,1020266,0,2611331,0,1043485
53327,MEHADICA,35269,80075,531051,197000,5307,728134,257224,43905,345270,0,438633,0,54025
53345,NAIDAS,322300,100802,643393,226000,3825625,824111,516050,161620,578516,0,378712,0,72042
53372,OBREJA,180631,381592,1461235,744000,30440,1893564,1418361,157689,983951,19809,1115140,0,263449
50987,OCNA DE FIER,71107,81063,514595,158000,360699,694498,308982,116577,453492,0,394346,0,12324
53425,PALTINIS,245376,368707,1225011,749000,1875832,1605717,1005272,158471,565819,0,920208,0,224269
53513,POJEJENA,116812,368703,1361540,683000,126888,1586636,956635,253251,865782,0,946220,0,212092
53577,PRIGOR,235531,339049,2063015,684000,31741,2069199,574250,412700,469792,0,1710505,0,27854
53675,RACASDIA,126512,299506,940393,582000,1256357,1333938,646827,176860,978082,70183,819739,0,109062
53639,RAMNA,53909,289620,711335,574000,2547567,1105639,645513,117050,675556,37562,656053,0,234519
53728,RUSCA MONTANA,382553,151219,814973,322000,47557,1119101,1024521,68631,667623,22446,736826,0,323801
53755,SACU,79101,259963,1144053,481000,39115,1385948,645997,171881,602649,0,916453,0,159910
53791,SASCA MONTANA,176007,184864,980696,412000,17796,1229357,651243,327548,754226,30824,570860,0,11000
53853,SICHEVITA,134323,276802,1010503,594000,11467,1228364,697988,259767,933418,11867,702140,0,125726
54056,SLATINA TIMIS,262938,387490,1300059,754000,919413,1637548,1395368,170941,783248,111158,1140465,0,707735
